company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,headquarters,address,postal_code,city,country,state,continent,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,normalized_name,modified,normalized_country,city_translate
4487 | 1609,amaris technologies,,,,,,,,lungo dora pietro colletta 75,10153,torino,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amaris-technologies-srl.itd75rgb7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amaris technologies,False,italy,torino
3259 | 1520,amarr,,,,,,,,165 carriage ct,271051326,winston salem,united states,north carolina(nc),,0,,https://www.info-clipper.com/en/company/united-states/amarr-company.usdet99o.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amarr,False,united states,winston salem
8a0478684cbc4862b4d2a4cdb80ae7c8 |  | 2670,amazon,,,," | ['E-Commerce', 'Internet', 'Tech', 'Retail']",,,, | 515 westlake ave n, | 981095191, | seattle,united states, | washington(wa),,0,, | https://www.info-clipper.com/en/company/united-states/amazon.usd1bzr1m.html, | 5,"$960.28 b |  | $1,468.4 b",,,, | $420.55 b, | $33.36 b, | $469.82 b,, | $94.13,-1.43% | , | -45.23%,,,,,,,,,,,, | single address,amazon,False | True,united states, | seattle
2661 | 2667,amazon corporate,,,,,,,,410 terry ave n | 440 terry ave n,981095210,seattle,united states,washington(wa),,0,,https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd24spj1.html | https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd1xyeoq.html,,,,,,,,,,,,,,,,,,,,,,,,single address,amazon corporate,False,united states,seattle
3909 | 1055,amazon eu rl,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-eu-sa-rl.itd77cbuv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon eu rl,False,italy,milano
820 | 3523,amazon eu sarl uk branch,,,,,,,,60 holborn viaduct,ec1a 2fd,london,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/amazon-eu-sarl-uk-branch.gbd3ndv84.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon eu sarl uk branch,False,united kingdom,london
3900 | 1046,amazon italia,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-italia-services-srl.itd5lz6kz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon italia,False,italy,milano
1052 | 3906,amazon italia customer,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-italia-customer-services-srl.itde6cdny.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon italia customer,False,italy,milano
1049 | 3903,amazon italia logistica,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-italia-logistica-srl.itd74gd6a.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon italia logistica,False,italy,milano
1058 | 3912,amazon italia transport,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-italia-transport-srl.itd78hcoo.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon italia transport,False,italy,milano
1061 | 3915,amazon online italy,,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/amazon-online-italy-srl.itd78bsg8.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amazon online italy,False,italy,milano
bc37ca2da21441d293d359d0c01f140f | 2898,amazon.com,,,," | ['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']",,,,410 terry ave n | , | 981095210, | seattle,united states,washington | washington(wa), | northern america,0,,https://www.info-clipper.com/en/company/united-states/amazoncom-services-llc.usd24spn6.html | https://www.amazon.com/, | 5,," | 1,335,000", | andy jassy, | jeff bezos," | 420,550 million usd"," | 33,364 million usd"," | 469,820 million usd",,,,," | 282,300 million usd",,,,,,,,,,,headquarter | ,amazon.com,False | True,united states, | seattle
fd2d030b7e87423ea9cbe540185d24c1 | f72d4c84146c47aea2d3d337504ecedd,ambarella,,,,"['Semiconductors', 'Tech'] | ['Technology', 'Electronics', 'Semiconductors', 'Cameras & Accessories']",,,,,,,united states, | california, | northern america,0,, | https://www.ambarella.com/,"3011 | 2,909", | $3.33 b, | 899,,, | 657 million usd, | -26 million usd, | 331 million usd,, | $86.03, | 2.65%, | -36.25%, | 110 million usd,,,,,,,,,,,,ambarella,True,united states,
5ff2396db94146099737ecdce857e2b1 | 2b0a4f277759441d87b4eac9b513c34e,amber enterprises india,,,," | ['Technology', 'Electronics', 'Consumer Durables', 'Consumer Electronics']",,,,,,,india,, | southern asia,0,, | https://www.ambergroupindia.com/,"4950 | 7,306",$0.79 b | ," | 4,642",,, | 615 million usd, | 14 million usd, | 514 million usd,, | $23.61,2.62% | , | -48.81%, | 393 million usd,,,,,,,,,,,,amber enterprises india,True,india,
d9b01a38def74321b8fcdce20784bff9 | 557cd64d97934d93a7f589b4db645947,ambev,,,,"['Beverages', 'Alcoholic beverages'] | ['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'Non-Alcoholic Beverages', 'Beer', 'FMCG', 'Consumer Non Durables']",,,,,,,brazil, | sao paulo, | south america,0,, | https://www.ambev.com.br/,500 | 325, | $49.13 b," | 50,479", | jean jereissati," | ['Jorge Paulo Lemann', 'Carlos Alberto Sicupira']"," | 29,744 million usd"," | 2,719 million usd"," | 15,634 million usd",, | $3.10, | 0.65%, | 10.32%," | 12,009 million usd",,,,,,,,,,,,ambev,True,brazil,
1651 | 4529,ambienta societa' di gestione del risparmio,ambienta sgr spa,,,,,,,piazza fontana 6,20122,milano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/ambienta-societa-di-gestione-del-risparmio-spa.itd5lobxb.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter | ,ambienta societa' di gestione del risparmio,False,italy,milano
4169 | 1304,ambiente e nutrizione,,,,,,,,via eugenio curiel 252,20089,rozzano,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/ambiente-e-nutrizione-srl.itd73f9wk.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,ambiente e nutrizione,False,italy,rozzano
967ce164b47e43a6abebd46e24779485 | 947d878903294eabbe4103d1166b58e0,amc entertainment,,,,"['Communication Services', 'Entertainment', 'Leisure', 'Movies / Entertainment', 'Consumer Services'] | ['Entertainment']",,,,,,,united states,kansas | , | northern america,0,, | https://www.amctheatres.com,"3273 | 1,631", | $2.83 b," | 31,198",,," | 10,821 million usd"," | -1,269 million usd"," | 2,527 million usd",, | $5.52, | 0.00%, | -69.28%,"12,611 million usd | ",,,,,,,,,,,,amc entertainment,True,united states,
8d75326d295a4ff6840875b87d7bf242 | 2769 | 0b7a8c1234c9432a9d49db1818cd3515,amc networks,,,,"['Communication Services', 'Media', 'Advertising', 'Consumer Services', 'Television Services', 'Broadcasting'] |  | ['Media/Press']",,,, | 11 penn plz, | 100012006, | new york,united states, | new york(ny) | new york, | northern america,0,, | https://www.info-clipper.com/en/company/united-states/amc-networks-inc.usd1gjhos.html | http://www.amcnetworks.com/,"5040 |  | 6,888", | $0.73 b," | 2,026",,," | 5,748 million usd", | 250 million usd," | 3,077 million usd",, | $17.11, | 0.12%, | -52.43%,"4,562 million usd | ",,,,,,,,,,, | headquarter,amc networks,False | True,united states, | new york
,amco-bulgaria,,retail,,,,,,,,,bulgaria,,,2011,,https://www.amco-shop.com | https://amco-bg.com/,,,22 | 15,,,,,"6,729,216 | 6,298,606",,,,,,,,,,,,,,,,,amco-bulgaria,True,bulgaria,
b55bd9067dc643bfb082cd0a20492637 | 2ad9c8043529480d9e2527ecfe545b00,amedisys,,,,"['Healthcare'] | ['Healthcare', 'HealthCare Products', 'Hospitals']",,,,,,,united states, | louisiana, | northern america,0,, | https://www.amedisys.com/,"3,354 | 3125", | $3.10 b," | 21,000",,," | 1,856 million usd", | 209 million usd," | 2,214 million usd",, | $95.47, | 1.68%, | -28.23%, | 925 million usd,,,,,,,,,,,,amedisys,True,united states,
41410910f07a4a79b361a19f71e8f314 | 02efd1ca14cd42b58cd70b1fd9932ca6,amerant bancorp,,,,"['Banks', 'Financial services'] | ['Financial Services', 'Banking Services']",,,,,,,united states, | florida, | northern america,0,, | https://www.amerantbank.com/,"8,145 | 4778", | $0.92 b, | 763,,," | 7,638 million usd", | 112 million usd, | 265 million usd,, | $27.43, | 0.62%,-18.87% | ," | 6,806 million usd",,,,,,,,,,,,amerant bancorp,True,united states,
 | ac50fe13e1544fdea12a28e540ff5a7e,amerco,,,," | ['Industries', 'Real Estate', 'Rent / Lease Services', 'Logistics', 'Consumer Services']",,,,,,,united states, | nevada, | northern america,0,, | https://www.amerco.com/,"1,459 | ", | $10.73 b," | 29,800", | joe shoen,,"$16.59 b | 17,299 million usd","1,123 million usd | $1.11 b","$5.6 b | 5,739 million usd",,,,," | 11,414 million usd",,,,,,,,,,,,amerco,True,united states,
 | 8b8ba8162b224c248c32f20fa4768a97 | e7af1160ad804786b4cfb3c9c31c2727,ameren,,,," | ['Electricity', 'Energy'] | ['Utilities', 'Electric Utilities', 'Gas Utilities', 'Energy', 'Power Generation']",,,,,,,united states, | missouri, | northern america,0,, | https://www.ameren.com/, | 748 | 922, | $25 b | $22.76 b," | 9,116", | warner l baxter,," | 35,735 million usd | $35.73 b",$990 m |  | 990 million usd," | 6,394 million usd | $6.39 b",, | $88.04, | -0.74%, | 5.78%," | 26,035 million usd",,,,,,,,,,,,ameren,True,united states,
2b668f200934436bb10e90498fa5fc89 | f302b921279e45b497ce7497f7c9a19d,ameresco,,,,"['Industries', 'Engineering Products', 'Construction'] | ['Renewable energy', 'Energy']",,,,,,,united states, | massachusetts, | northern america,0,, | https://www.ameresco.com/,"3070 | 4,329", | $3.20 b," | 1,272",,," | 2,224 million usd", | 70 million usd," | 1,215 million usd",, | $61.75, | 3.75%, | 26.85%," | 1,474 million usd",,,,,,,,,,,,ameresco,True,united states,
 | 422b48b1879e44bf9b9280cd48e6a2ab | aa4bef3582dd4dad8b39eb5c5c9bfb31,america movil,,,," | ['Communication Services', 'Telecom', 'Fixed Line Service', 'Mobile Services', 'Internet Providers', 'Television Services', 'Internet of Things', 'Utilities', 'Telecom Equipment'] | ['Telecommunication']",,,,,,,mexico,, | central america,0,, | https://www.americamovil.com, | 268 | 235, | $67.84 b | $62.28 b," | 186,851", | daniel hajj aboumrad, | carlos slim," | $82.45 b | 84,960 million usd"," | $4.11 b | 9,870 million usd"," | 43,076 million usd | $48.37 b",, | $18.90, | -3.28%, | 3.39%," | 65,160 million usd",,,,,,,,,,,,america movil,True,mexico,
 | b92d9a5554374ed7a1b94d041d09146b,american airlines,,,," | ['Industries', 'Airlines', 'Aviation', 'Transportation', 'Freight Transport']",,,,,,,united states, | texas, | northern america,0,, | https://www.aa.com,"1,574 | ", | $13.1 b," | 119,800",,,"$67.4 b | 66,442 million usd","-1,993 million usd | $-2.38 b","29,882 million usd | $34.77 b",,,,," | 73,782 million usd",,,,,,,,,,,,american airlines,True,united states,
6353ae902dda45edb789ccb2f4c9f909 | 92f140f7b8b04609a3d096d146104f11,american assets trust,,,," | ['Real Estate', 'Consumer Services', 'Property Investments']",,,,,,,united states, | california, | northern america,0,, | https://www.americanassetstrust.com,"3718 | 5,685",$2.08 b | , | 199,,," | 3,017 million usd", | 28 million usd, | 375 million usd,, | $27.22, | -0.22%, | -23.43%," | 1,778 million usd",,,,,,,,,,,,american assets trust,True,united states,
1726 | 3562 | 276ecdbf202d4674a16d39a1db59b23a | 39f3c528b78c4b2195a7191d7382ca94,american axle manufacturing, | aam,,," | ['Automotive Suppliers', 'auto parts'] | ['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Capital Goods']",,,, | 1 dauch dr, | 482111198, | detroit,united states, | michigan(mi) | michigan, | northern america,0,, | https://www.info-clipper.com/en/company/united-states/american-axle-manufacturing-holdings-inc.usdqni6u.html | https://www.aam.com," | 8,793 | 4777", | $0.92 b," | 18,000",,," | 5,635 million usd", | 5 million usd," | 5,156 million usd",, | $8.09, | -0.61%, | 0.62%," | 5,177 million usd",,,,,,,,,,,headquarter | ,american axle manufacturing,False | True,united states, | detroit
ece16c4ec8434e3d95b6a379b20f9677 | a4cc01d35b5b40bb9b653b5170542ed5,american eagle outfitters,,,," | ['Consumer Cyclical', 'Apparels and Accessories', 'Textile', 'Consumer Services', 'Retail', 'Clothing']",,,,,,,united states,pennsylvania | , | northern america,0,, | https://www.ae.com,"3297 | 3,867", | $2.79 b," | 37,000",,," | 3,786 million usd", | 419 million usd," | 5,010 million usd",, | $14.91, | 1.43%, | -29.77%," | 2,362 million usd",,,,,,,,,,,,american eagle outfitters,True,united states,
32cddcdd9a0b42b0bcdf60023cea8e2e | 1380 | 52c2392fef1c45e3b2f8ce4c60de6d71,american electric power,,,," | ['Electricity', 'Energy'] | ['Utilities', 'Electricity Generation', 'Electric Utilities', 'Utilities', 'Power Generation']",,,, | 1 riverside plz, | 432152373, | columbus,united states, | ohio(oh) | ohio, | northern america,0,, | https://www.aep.com/ | https://www.info-clipper.com/en/company/united-states/american-electric-power-company-inc.usd45lp8.html, | 328 | 439, | $48.87 b," | 16,688", | nick akins,," | 87,668 million usd"," | 2,488 million usd"," | 16,792 million usd",, | $95.12, | -1.41%, | 16.98%," | 65,192 million usd",,,,,,,,,,, | headquarter,american electric power,False | True,united states, | columbus
ed95a02675384d7b84107ddffe71f49f | c39b777d8b9a480fb695c257a830cb3f,american equity investment life,,,,"['Insurance'] | ['Financial Services', 'Insurance']",,,,,,,united states, | iowa, | northern america,0,, | https://www.american-equity.com,"2783 | 4,062", | $3.92 b,,,," | 78,349 million usd", | 473 million usd," | 3,689 million usd",, | $45.76,2.62% | , | 13.44%," | 72,025 million usd",,,,,,,,,,,,american equity investment life,True,united states,
1368 |  | 80748fdcb96f413f96b81c9c5b5cf198 | 217aca2158b24394a4f18564fb7e9081 | 1356,american express,,,," | ['Financial Services', 'Banking Services', 'Credit Cards', 'Technology', 'Digital Payment Solution Services'] | ['Dow jones', 'Financial services']",,,, | 200 vesey st, | 102850002, | new york,united states, | new york(ny) | new york, | northern america,0,, | https://www.americanexpress.com/ | https://www.info-clipper.com/en/company/united-states/american-express-limited.usdd1ywd8.html | https://www.info-clipper.com/en/company/united-states/american-express-company.usd45lq4.html, | 112 | 105, | $117.12 b | $136.72 b," | 64,000", | stephen squeri," | ['Henry Wells', 'William Fargo']"," | 188,550 million usd | $196 b"," | 8,060 million usd | $7.86 b"," | $46.29 b | 42,838 million usd",, | $156.75, | -0.48%, | -0.01%," | 166,370 million usd",,,,,,,,,,, | headquarter,american express,False | True,united states, | new york
 | 9a57e2cf22274c428f71193d6fb2b5ad | ddd3e83c3f74462e913bdf78eb399380,american financial,,,," | ['Financial Services', 'Insurance']",,,,,,,united states, | ohio, | northern america,0,, | https://ir.afginc.com," | 1,649 | 1296", | $12.28 b | $11.64 b," | 6,600",,," | 73,710 million usd | $24.89 b"," | $2 b | 1,995 million usd"," | 6,548 million usd | $6.21 b",,$136.74 | , | 0.57%,," | 66,921 million usd",,,,,,,,,,,,american financial,True,united states,
636 | 4239,american home assurance,,,,,,,,70 pine st fl 1,100051522,new york,united states,new york(ny),,0,,https://www.info-clipper.com/en/company/united-states/american-home-assurance-company.usd45lrr.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,american home assurance,False,united states,new york
a29183e2d67d428192318f7840f3fe6b | 2397a4d64ae04d129bbbe0c45d1cb591,american homes 4 rent,,,,"['Real Estate', 'Consumer Services', 'Property Investments'] | ['Real estate', 'Investment']",,,,,,,united states, | california, | northern america,0,, | https://www.americanhomes4rent.com/,"1186 | 1,453", | $13.12 b," | 1,538", | david p. singelyn,," | 10,962 million usd", | 135 million usd," | 1,303 million usd",, | $32.42, | -1.34%,," | 4,224 million usd",,,,,,,,,,,,american homes 4 rent,True,united states,
 | c28046eafb794cbda7edf1024d4ff69f,american international,,,, | ['Insurance'],,,,,,,united states,,,0,,, | 359,$46.62 b | $48.73 b,,,, | $521.83 b, | $9.39 b,$52.06 b | ,, | $62.75, | -0.55%, | 16.29%,,,,,,,,,,,,,american international,True,united states,
1532 | 3275,american paper twine,,,,,,,,7400 cockrill bend blvd,372091047,nashville,united states,tennessee(tn),,0,,https://www.info-clipper.com/en/company/united-states/american-paper-twine-company.usd2euyo.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,american paper twine,False,united states,nashville
3255 | 1517,american residential l.l.c,,,,,,,,965 ridge lake blvd ste 201,381209401,memphis,united states,tennessee(tn),,0,,https://www.info-clipper.com/en/company/united-states/american-residential-services-llc.usd15zqqk.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,american residential l.l.c,False,united states,memphis
4548 | 608,american securities,,,,,,,,590 madison ave fl 38,100220019,new york,united states,new york(ny),,0,,https://www.info-clipper.com/en/company/united-states/american-securities-llc.usdfdf0xh.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,american securities,False,united states,new york
5375965ba4224944aea13de50bfe3bed | 7d3b9a0eb0b44bfa9460e3a827d254e6,american states water,,,," | ['Utilities', 'Water Utilities']",,,,,,,united states, | california, | northern america,0,, | https://www.aswater.com,"2960 | 4,208", | $3.43 b, | 817,,," | 1,900 million usd", | 94 million usd, | 498 million usd,, | $93.04, | 0.17%, | 1.34%," | 1,215 million usd",,,,,,,,,,,,american states water,True,united states,
 | 0eb2b5b33b894426a1c7cdbe50a93cc8,american tower,,,," | ['Telecommunication', 'Real estate', 'REITs', 'Infrastructure']",,,,,,,united states,,,0,,, | 135,$119.49 b | $102.13 b,,,, | $69.89 b, | $2.57 b, | $9.36 b,, | $219.37, | -0.87%, | -17.60%,,,,,,,,,,,,,american tower,True,united states,
 | ae03edb22c2e446f89088b6129dff84f | fd4b4d92d9dd48e89bfb78cceef52dea,american water works,,,," | ['Utility companies'] | ['Utilities', 'Water Utilities']",,,,,,,united states, | new jersey, | northern america,0,, | https://amwater.com/, | 668 | 632,$29.84 b |  | $27.95 b," | 6,400", | susan hardwick,," | 26,075 million usd | $27.01 b"," | 1,263 million usd | $1.26 b"," | $3.93 b | 3,930 million usd",, | $153.74, | -0.18%, | -9.76%," | 18,777 million usd",,,,,,,,,,,,american water works,True,united states,
bd602f4ce5c1467fa16b5a692cf73de9 | d5157e7e0ee3438ea7f44ec9d6a34a13,american well,,,,"['Telehealth', 'Healthcare', 'Internet', 'Tech'] | ['Healthcare', 'Technology', 'Healthcare Service', 'Healthcare Technology and Information']",,,,,,,united states, | massachusetts, | northern america,0,, | https://business.amwell.com/,"8,227 | 4621", | $1.04 b, | 527,,," | 1,445 million usd", | -176 million usd, | 252 million usd,, | $3.79, | 1.88%, | -7.11%, | 184 million usd,,,,,,,,,,,,american well,True,united states,
66e29fb2d0024d9c9888d458a4db7361 | 76f71810559e4e4f92d2ca0a3aa1c464,american woodmark,,,,"['Consumer Cyclical', 'Forest Products', 'Furniture', 'Home Furnishing'] | ",,,,,,,united states, | virginia, | northern america,0,, | https://americanwoodmark.com/,"4847 | 9,195", | $0.87 b," | 9,300",,,"1,632 million usd | ",-29 million usd | ," | 1,857 million usd",, | $52.57, | 1.56%, | -11.84%, | 859 million usd,,,,,,,,,,,,american woodmark,True,united states,
4389 | 2430,amerilife,,,,,,,,2650 mccormick dr,337591005,clearwater,united states,florida(fl),,0,,https://www.info-clipper.com/en/company/united-states/amerilife-group-llc.usd1nczi1.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,amerilife,False,united states,clearwater
